id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
51056147,Rental unit in Genève · 1 bedroom · 1 bath,65555513,Niels,,Commune de Genève,46.21254,6.13303,Entire home/apt,160,30,0,,,1,263,0,
51063360,Rental unit in Genève · ★5.0 · Studio · 1 bed · 1 bath,88768738,Brice,,Commune de Genève,46.21169,6.1308,Entire home/apt,,2,6,2022-08-13,0.21,1,0,0,
51069602,casa particular in Le Grand-Saconnex · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,9675348,Philippe,,Grand-Saconnex,46.236374,6.12452,Private room,65,2,24,2023-12-06,1.20,7,330,9,
51091546,Rental unit in Genève · ★4.47 · 1 bedroom · 1 bed · 1 bath,94996996,Kais,,Commune de Genève,46.21284,6.1508,Entire home/apt,100,3,58,2023-12-16,2.00,1,0,33,
51104514,Home in Le Grand-Saconnex · 6 bedrooms · 9 beds · 2.5 baths,193484,Dr. Momar,,Grand-Saconnex,46.23568,6.11958,Entire home/apt,500,1,2,2022-06-08,0.07,1,273,0,
51145918,Rental unit in Geneva · 1 bedroom · 2 beds · 1 bath,187228121,Fatima,,Commune de Genève,46.20353810629068,6.142766119520455,Entire home/apt,,1,0,,,1,0,0,
51147211,Rental unit in Cologny · 1 bedroom · 1 bath,103071235,Ramona,,Cologny,46.20475,6.17552,Entire home/apt,95,7,2,2023-02-03,0.07,9,199,1,
51173233,Rental unit in Genève · 1 bedroom · 2 beds · 1 bath,414165482,Philippe,,Commune de Genève,46.21275,6.14968,Entire home/apt,150,90,1,2021-07-30,0.03,1,365,0,
51206663,Loft in Genève · ★4.83 · 2 bedrooms · 4 beds · 1.5 baths,36114128,Paul,,Commune de Genève,46.20675,6.12221,Entire home/apt,240,2,35,2023-11-03,1.31,1,168,18,
51240228,Rental unit in Genève · 1 bedroom · 1 bed · 1 bath,50273872,Audrey,,Commune de Genève,46.19778,6.13899,Entire home/apt,160,4,1,2021-10-10,0.04,1,362,0,
51247683,Rental unit in Genève · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,69600130,Vanessa,,Commune de Genève,46.20821,6.12372,Entire home/apt,109,12,11,2023-05-01,0.38,1,91,3,
51257798,Place to stay in Genève · ★4.89 · 1 bedroom · 1 bed · 1 bath,390607802,Fall,,Commune de Genève,46.22249,6.12749,Entire home/apt,119,5,19,2023-11-11,0.74,2,57,8,
51312935,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,73534851,Doron,,Commune de Genève,46.20388,6.1601,Entire home/apt,120,60,4,2023-11-30,0.17,1,233,1,
51357056,Rental unit in Genève · ★3.67 · 2 bedrooms · 2 beds · 1 bath,94673785,Nicolas,,Commune de Genève,46.21088409423828,6.150938034057617,Entire home/apt,255,5,3,2023-12-03,0.12,6,321,2,
51379141,Rental unit in Vésenaz · 1 bedroom · 1 bed · 1 bath,114144107,Evelyne,,Collonge-Bellerive,46.24057,6.2011,Entire home/apt,51,2,0,,,1,0,0,
51437325,Rental unit in Versoix · 3 bedrooms · 4 beds · 1 bath,187807039,Valentina,,Versoix,46.28484,6.16011,Entire home/apt,,3,1,2021-08-26,0.04,1,0,0,
51449056,Rental unit in Genève · 2 bedrooms · 2 beds · 1 bath,14239112,Mélanie Et Laurent,,Commune de Genève,46.19134,6.1558,Entire home/apt,200,1,1,2022-04-16,0.05,1,335,0,
51465184,Condo in Genève · ★4.92 · 1 bedroom · 2 beds · 1 bath,141661931,Vanja,,Commune de Genève,46.20047,6.1317,Entire home/apt,120,3,13,2023-05-26,0.46,1,221,2,
51467569,Rental unit in Genève · ★4.63 · 1 bedroom · 1 bed · 1 bath,103071235,Ramona,,Commune de Genève,46.19976,6.15006,Entire home/apt,95,7,8,2023-12-03,0.29,9,165,6,
51479011,Rental unit in Genève · ★4.85 · 1 bedroom · 2 beds · 1 bath,368774115,Ryad,,Commune de Genève,46.21687,6.14714,Entire home/apt,159,3,13,2023-10-31,0.49,1,166,10,
51503263,Bed and breakfast in Genève · ★4.43 · 1 bedroom · 1 bed · 1 shared bath,17237627,Fatima,,Commune de Genève,46.19039,6.14981,Private room,80,3,6,2023-03-31,0.22,1,0,1,
51522629,Rental unit in Lancy · ★3.50 · 1 bedroom · 2 beds · 1 bath,417309931,Cynthia,,Plan-les-Ouates,46.1737,6.11876,Entire home/apt,,2,4,2022-04-03,0.14,1,0,0,
51566947,Rental unit in Genève · Studio · 1 bed · 1 bath,13553642,David,,Commune de Genève,46.191,6.15442,Entire home/apt,,28,0,,,1,0,0,
51587770,Rental unit in Bernex · ★5.0 · 2 bedrooms · 2 beds · 3 baths,46143912,Philippe,,Bernex,46.16459,6.05733,Entire home/apt,125,3,15,2023-10-03,0.55,36,0,6,
51589023,Home in Ville-la-Grand · ★4.61 · 4 bedrooms · 6 beds · 1 bath,284001791,Hiba,,Presinge,46.21514,6.27308,Entire home/apt,171,2,56,2023-11-19,1.97,1,103,16,
51593747,Rental unit in Thônex · ★4.88 · 3 bedrooms · 5 beds · 2.5 baths,46143912,Philippe,,Thônex,46.19142,6.20131,Entire home/apt,150,3,8,2022-05-29,0.33,36,0,0,
51638667,Rental unit in Genève · ★2.63 · 1 bedroom · 1 bed · 1 bath,418323715,Ousmane,,Commune de Genève,46.211,6.14272,Entire home/apt,495,1,8,2023-05-23,0.29,5,365,1,
51646456,Condo in Bernex · ★4.87 · 1 bedroom · 4 beds · 1 bath,418387031,Christine,,Bernex,46.174,6.0709,Entire home/apt,145,3,15,2023-05-30,0.63,1,345,5,
51664322,Rental unit in Genève · ★5.0 · 2 bedrooms · 2 beds · 1 bath,81678037,Martha Cecilia,,Commune de Genève,46.21031,6.13418,Entire home/apt,130,1,7,2022-01-03,0.25,1,45,0,
51664919,Rental unit in Genève · ★4.77 · 2 bedrooms · 1 bed · 1.5 baths,418560970,Rym,,Commune de Genève,46.19932,6.16056,Entire home/apt,151,1,13,2023-12-02,0.46,1,210,8,
51668088,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,459872523,Pauline,,Commune de Genève,46.19071,6.14197,Entire home/apt,130,7,3,2023-09-25,0.14,1,7,1,
51677341,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1 bath,7266157,Quentin,,Commune de Genève,46.19475,6.14467,Entire home/apt,,2,6,2023-01-02,0.21,1,0,1,
51696414,Condo in Vessy · ★4.62 · 1 bedroom · 1 bed · 1 bath,317384808,Karine,,Veyrier,46.16876,6.16714,Entire home/apt,75,2,13,2023-07-09,0.50,2,316,5,
51710779,Rental unit in Genève · ★4.51 · 1 bedroom · 2 beds · 1 bath,40117397,Ed,,Commune de Genève,46.21266,6.14948,Entire home/apt,140,2,106,2023-12-10,3.70,2,204,57,
51724942,Rental unit in Genève · ★4.73 · 2 bedrooms · 1 bed · 1 bath,177198358,Sergio,,Commune de Genève,46.20874419895622,6.134483775092916,Entire home/apt,,2,11,2023-09-10,2.01,1,0,11,
51782639,Rental unit in Cointrin · ★4.83 · 1 bedroom · 1 bed · 1 bath,47437243,Nina,,Meyrin,46.2246,6.10614,Entire home/apt,85,2,6,2022-11-03,0.28,1,83,0,
51834304,Rental unit in Genève · ★4.54 · 1 bedroom · 1 bed · 1.5 baths,419901673,Romeo,,Commune de Genève,46.2011,6.14629,Entire home/apt,82,19,142,2023-12-10,5.18,6,307,16,
51857143,Condo in Petit-Lancy · 1 bedroom · 2 beds · 1 bath,3528377,Marc,,Lancy,46.18925,6.11559,Entire home/apt,147,2,1,2022-04-11,0.05,86,0,0,
51937275,Condo in Chêne-Bougeries · ★4.92 · 1 bedroom · 1 bed · 1 private bath,419351264,Julie,,Chêne-Bourg,46.20312,6.20133,Private room,80,2,12,2023-09-14,0.48,1,45,3,
52029360,Rental unit in Genève · ★4.99 · 1 bedroom · 1 shared bath,122156970,Monique,,Commune de Genève,46.19329,6.14122,Private room,76,1,82,2023-12-17,2.93,1,55,74,
52103874,Rental unit in Genève · ★4.70 · 1 bedroom · 1 bed · 1 bath,419901673,Romeo,,Commune de Genève,46.20092,6.14978,Entire home/apt,79,14,193,2023-10-26,6.90,6,0,19,
52104781,Rental unit in Genève · ★4.71 · 1 bedroom · 1 bed · 1 bath,56446476,Anne-Charlotte,,Commune de Genève,46.19205,6.15014,Entire home/apt,,2,7,2023-04-18,0.25,1,0,5,
52124964,Bed and breakfast in Genève · ★4.92 · 2 bedrooms · 3 beds · 3 shared baths,422008407,Benaly,,Commune de Genève,46.22265,6.13378,Private room,95,5,25,2023-12-15,0.92,1,365,20,
52141338,Rental unit in Versoix · ★4.22 · 1 bedroom · 1 bed · 1 shared bath,221841880,Ivan,,Versoix,46.2828,6.15885,Private room,76,2,9,2023-09-16,0.47,4,358,3,
52141845,Condo in Genève · 1 bedroom · 1 bed · 1 shared bath,172581344,Rene,,Commune de Genève,46.22127,6.12769,Private room,45,60,1,2022-10-01,0.07,1,300,0,
52176655,Hotel in Genève · ★4.84 · 2 bedrooms · 4 beds · 2 baths,422383426,Fassbindhotels,,Commune de Genève,46.2103,6.14276,Private room,200,2,80,2023-12-10,3.05,8,67,37,
52183526,Rental unit in Genève · 1 bedroom · 1.5 baths,422425947,Yasmine,,Commune de Genève,46.2073,6.13877,Entire home/apt,195,1,0,,,1,365,0,
52217304,Rental unit in Genève · ★4.90 · Studio · 1 bed · 1 bath,109030259,Thomas,,Commune de Genève,46.19638,6.1456,Entire home/apt,85,2,50,2023-12-03,1.86,1,198,23,
52231988,Rental unit in Geneva · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,9132937,Ella,,Commune de Genève,46.20722,6.13539,Private room,97,3,18,2023-09-29,0.66,3,364,9,
52280925,Rental unit in Genève · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,100678465,Ps,,Commune de Genève,46.22447,6.12473,Shared room,56,14,6,2023-07-15,0.34,1,346,4,
52299508,Rental unit in Genève · ★4.50 · Studio · 1 bed · 1 bath,5499970,Romain,,Commune de Genève,46.21651,6.13625,Entire home/apt,,5,6,2022-12-19,0.22,6,0,0,
52342854,Condo in Genève · 1 bedroom · 1 bed · 1 bath,3528377,Marc,,Commune de Genève,46.20403,6.16222,Entire home/apt,141,5,2,2021-12-13,0.07,86,327,0,
52452811,Condo in Genève · ★4.93 · 1 bedroom · 2 beds · 2 baths,192806709,Antonino,,Commune de Genève,46.21291,6.15089,Entire home/apt,235,5,14,2023-09-16,0.65,1,209,5,
52584217,Condo in Genève · 1 bedroom · 1 bed · 1 shared bath,246254421,Darshana,,Commune de Genève,46.21058,6.14764,Private room,69,1,0,,,4,300,0,
52587797,Rental unit in Genève · 1 bedroom · 1 bed · 1 bath,418323715,Ousmane,,Commune de Genève,46.21083,6.13625,Entire home/apt,495,1,1,2022-10-30,0.07,5,365,0,
52587856,Rental unit in Genève · ★4.11 · 1 bedroom · 1 bed · 1 bath,418323715,Ousmane,,Commune de Genève,46.21031,6.13651,Entire home/apt,495,1,19,2023-05-24,0.70,5,365,4,
52610359,Rental unit in Genève · ★4.89 · 1 bedroom · 1 bed · 1 bath,45312225,Auguste,,Commune de Genève,46.21201,6.14506,Entire home/apt,,6,9,2023-05-21,0.34,1,0,3,
52615378,Condo in Genève · ★4.63 · 1 bedroom · 1 bed · 1 bath,246254421,Darshana,,Commune de Genève,46.21131,6.14932,Private room,59,3,8,2023-09-01,0.30,4,301,1,
52615413,Condo in Genève · 1 bedroom · 1 bed · 1 shared bath,246254421,Darshana,,Commune de Genève,46.21222,6.14772,Private room,46,4,0,,,4,325,0,
52618612,Rental unit in Genève · ★4.0 · 1 bedroom · 2 beds · 1 bath,420633767,Ahmed Allah,,Commune de Genève,46.21557,6.14719,Entire home/apt,135,2,14,2023-09-06,0.94,1,365,9,
52624596,Condo in Genève · Studio · 2 beds · 1.5 baths,4910312,Claris,,Commune de Genève,46.2061,6.15898,Entire home/apt,80,90,2,2022-08-01,0.08,4,277,0,
52685624,Hotel in Cointrin · 1 bedroom · 1 bed · 1 private bath,426475685,Olivier,,Meyrin,46.225082,6.10903,Private room,,3,1,2022-05-12,0.05,1,0,0,
52726818,Rental unit in Genève · 1 bedroom · 1 bed · 1 bath,229245171,Julie,,Commune de Genève,46.20988,6.14752,Entire home/apt,160,2,2,2022-01-29,0.08,1,21,0,
52849007,Rental unit in Genève · 1 bedroom · 1 bed · 1 shared bath,25675467,Rocaya,,Commune de Genève,46.21261,6.15005,Private room,,5,1,2022-08-04,0.06,1,0,0,
52871099,Condo in Genève · 3 bedrooms · 3 beds · 2.5 baths,3528377,Marc,,Commune de Genève,46.19455,6.16377,Entire home/apt,290,2,0,,,86,86,0,
52897491,Rental unit in Genève · Studio · 1 bed · 1 bath,10409307,David,,Commune de Genève,46.20033,6.1503,Entire home/apt,98,30,2,2022-08-15,0.08,28,288,0,
52898672,Rental unit in Genève · ★4.63 · 2 bedrooms · 2 beds · 1 bath,5499970,Romain,,Commune de Genève,46.19699,6.16134,Entire home/apt,188,5,30,2023-12-11,1.35,6,84,21,
52927947,Rental unit in Genève · ★4.78 · 1 bedroom · 1 bed · 1 bath,10082083,Patricia,,Commune de Genève,46.21114,6.14802,Entire home/apt,129,1,93,2023-12-09,3.54,1,0,53,
52936025,Rental unit in Genève · ★4.89 · 1 bedroom · 1 bed · 1 bath,86808757,Cristina,,Commune de Genève,46.18943,6.14386,Entire home/apt,121,2,74,2023-12-11,3.78,4,53,55,
52968447,Rental unit in Genève · ★4.58 · 1 bedroom · 2 beds · 1 bath,356752146,Lucas,,Commune de Genève,46.21037,6.13702,Entire home/apt,,1,98,2022-12-01,4.11,2,0,0,
52989833,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1 bath,399171387,Patricia,,Commune de Genève,46.2106,6.13616,Private room,95,2,3,2022-05-28,0.11,2,0,0,
53001104,Condo in Genève · 2 bedrooms · 1 bed · 1 bath,314394718,Sarra,,Commune de Genève,46.20556,6.14196,Entire home/apt,280,1,0,,,1,118,0,
53003096,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1 bath,429080576,Pierre,,Commune de Genève,46.20948,6.14461,Entire home/apt,99,2,6,2023-11-08,0.78,1,285,6,
53014155,Rental unit in Genève · ★4.82 · 1 bedroom · 2 beds · 1 shared bath,39757470,Elise,,Commune de Genève,46.21155,6.13591,Private room,70,3,11,2023-09-09,0.44,2,3,5,
53050983,Rental unit in Genève · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,30920214,Kudi,,Commune de Genève,46.214558,6.134764,Private room,70,2,12,2023-11-07,0.47,1,352,8,
53072673,Rental unit in Genève · ★4.94 · 2 bedrooms · 2 beds · 2 baths,429628568,Lisa Lotte Rosemarie,,Commune de Genève,46.20445,6.13561,Entire home/apt,185,2,31,2023-12-11,1.20,1,1,12,
53121447,Condo in Lancy · 1 bedroom · 1 bed · 2 shared baths,144755026,Leonardo,,Lancy,46.17989,6.12084,Private room,134,3,2,2022-09-05,0.08,1,365,0,
53139567,Rental unit in Genève · ★4.17 · Studio · 1 bed · 1 bath,394516021,Miftari,,Commune de Genève,46.20979,6.14984,Entire home/apt,108,3,22,2023-12-07,0.86,2,0,11,
53198401,casa particular in Genève · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,430660822,Sonia,,Commune de Genève,46.21084,6.1339,Private room,75,1,94,2023-11-30,3.64,1,363,40,
53198871,Rental unit in Genève · ★4.89 · 2 bedrooms · 2 beds · 1 bath,244104278,Meriam,,Commune de Genève,46.19411,6.14138,Entire home/apt,185,3,18,2023-10-22,0.70,1,146,10,
53215965,Rental unit in Carouge · ★4.82 · 1 bedroom · 1 bed · 1 bath,1301060,Irina,,Carouge,46.18634,6.13823,Entire home/apt,150,2,11,2023-10-17,0.67,1,363,6,
53225875,Rental unit in Genève · ★4.89 · 4 bedrooms · 5 beds · 3 baths,410299355,Noreddine,,Commune de Genève,46.19733,6.15698,Entire home/apt,803,2,28,2023-12-16,1.11,2,317,18,
53226751,Rental unit in Genève · ★4.86 · 2 bedrooms · 3 beds · 1 bath,16534831,Karim,,Commune de Genève,46.21499,6.1293,Entire home/apt,165,2,28,2023-06-19,1.12,1,66,10,
53232850,Rental unit in Genève · ★5.0 · 2 bedrooms · 2 beds · 1 bath,3561839,Sebastian,,Commune de Genève,46.19657,6.16344,Entire home/apt,,4,8,2023-09-16,0.38,1,0,2,
53244226,Rental unit in Genève · 2 bedrooms · 2 beds · 1 bath,431064110,Ayse,,Commune de Genève,46.19145,6.14327,Entire home/apt,,2,0,,,1,0,0,
53255293,Rental unit in Genève · 1 bedroom · 1.5 baths,338528789,Diana,,Commune de Genève,46.20247,6.15811,Entire home/apt,121,10,2,2022-06-12,0.08,1,358,0,
53276367,Rental unit in Carouge · ★5.0 · 1 bedroom · 1 bed · 1 bath,1340881,Matthias,,Carouge,46.18598,6.13837,Entire home/apt,105,3,3,2023-12-18,0.12,1,19,2,
53280394,Rental unit in Genève · 1 bedroom · 1 bed · 1 bath,431341136,Claudia Fabiola,,Commune de Genève,46.20869,6.12436,Entire home/apt,,1,2,2022-08-12,0.12,1,0,0,
53309988,Rental unit in Genève · ★5.0 · 2 bedrooms · 1 bed · 1.5 shared baths,431550967,Antonio,,Commune de Genève,46.20416,6.15678,Private room,73,3,10,2023-10-12,0.39,1,150,4,
53355505,Loft in Hermance · 1 bedroom · 1 bath,18186455,Laurence,,Hermance,46.29781,6.24395,Entire home/apt,150,30,1,2021-12-07,0.04,1,300,0,
53359598,Rental unit in Versoix · ★5.0 · 1 bedroom · 1 bed · 1 bath,25812226,Vagram,,Versoix,46.28491,6.164,Entire home/apt,55,30,3,2023-07-31,0.12,1,23,1,
53360005,Rental unit in Genève · ★5.0 · Studio · 1 bed · 1 bath,1919917,Pascale Vanessa,,Commune de Genève,46.21455,6.14943,Entire home/apt,129,7,6,2023-06-18,0.35,1,64,3,
53424207,Rental unit in Genève · 1 bedroom · 1 bath,14227376,Kelly,,Commune de Genève,46.1935,6.14156,Entire home/apt,,2,0,,,1,0,0,
53424909,Villa in Onex · 4 bedrooms · 4 beds · 3.5 baths,690322,Chris,,Onex,46.18549,6.09773,Entire home/apt,,7,1,2022-07-24,0.06,1,0,0,
53455426,Rental unit in Thônex · ★5.0 · 1 bedroom · 1 bed · 1 bath,200358699,Robson,,Thônex,46.19369,6.20213,Entire home/apt,96,3,15,2023-01-16,0.61,1,89,1,
53455687,Condo in Genève · 1 bedroom · 1 bed · 1 bath,39412198,Pascal,,Commune de Genève,46.20707,6.1339,Entire home/apt,775,20,1,2022-01-03,0.04,1,87,0,
53455734,Rental unit in Genève · 1 bedroom · 2 beds · 2 baths,101941952,Andreas,,Commune de Genève,46.21441,6.13526,Entire home/apt,90,3,2,2022-04-26,0.08,2,0,0,
53461670,Rental unit in Genève · ★4.90 · 1 bedroom · 1 bed · 1 bath,24095027,Lingxiao,,Commune de Genève,46.21171,6.14541,Entire home/apt,129,30,10,2023-07-31,0.48,1,88,7,
53468229,Rental unit in Genève · ★3.50 · 2 bedrooms · 4 beds · 2 baths,432746132,Muaka,,Commune de Genève,46.21744,6.13127,Private room,120,1,8,2023-04-06,0.32,3,355,4,
53468416,Rental unit in Genève · ★4.75 · 1 bedroom · 1 bed · 1 private bath,432746132,Muaka,,Commune de Genève,46.21554,6.13175,Private room,68,1,12,2023-08-31,0.49,3,364,4,
53468519,Rental unit in Genève · ★4.33 · 1 bedroom · 3 beds · 1 shared bath,432746132,Muaka,,Commune de Genève,46.21696,6.13317,Private room,53,1,21,2023-12-09,0.84,3,354,9,
53486702,Rental unit in Genève · ★4.84 · 2 bedrooms · 2 beds · 1 bath,143285708,Gem,,Commune de Genève,46.20084,6.16025,Entire home/apt,180,3,45,2023-11-30,1.78,1,345,11,
53515309,Rental unit in Genève · ★4.42 · 1 bedroom · 1 shared bath,9675348,Philippe,,Commune de Genève,46.21229,6.13266,Private room,65,2,19,2023-05-13,0.79,7,360,9,
53528814,Rental unit in Genève · ★4.61 · Studio · 1 bed · 1 bath,31307191,Bianca,,Commune de Genève,46.207886,6.142184,Entire home/apt,121,1,170,2023-12-11,6.73,17,83,91,
53565754,Bed and breakfast in Meyrin · 1 bedroom · 2 beds · 1 private bath,433785292,Marie-José,,Meyrin,46.22662,6.109054,Private room,,1,2,2022-05-26,0.08,4,0,0,
53590428,Bed and breakfast in Meyrin · ★5.0 · 1 bedroom · 2 beds · 2 shared baths,433785292,Marie-José,,Meyrin,46.22662,6.109054,Private room,,1,13,2022-07-13,0.54,4,0,0,
53591007,Bed and breakfast in Meyrin · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,433785292,Marie-José,,Meyrin,46.22662,6.109054,Private room,,1,5,2022-06-19,0.20,4,0,0,
53596620,Bed and breakfast in Laconnex · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,324799084,Marga,,Laconnex,46.15524036334775,6.0363442450761795,Private room,87,1,3,2023-11-26,0.81,1,89,3,
53599203,Bed and breakfast in Meyrin · ★4.88 · 1 bedroom · 2 beds · 1.5 baths,433785292,Marie-José,,Grand-Saconnex,46.23204,6.1144,Private room,115,1,67,2023-12-06,2.69,4,155,19,
53615888,Rental unit in Genève · 1 bedroom · 1 bed · 1 bath,434188350,Ahmed,,Commune de Genève,46.219060335214806,6.1425155728232514,Entire home/apt,139,1,2,2023-08-26,0.44,2,360,2,
53637739,Rental unit in Genève · ★4.66 · 1 bedroom · 1 bed · 1 bath,32104668,Marta,,Commune de Genève,46.2136,6.14837,Entire home/apt,105,2,53,2023-12-12,4.88,2,62,53,
53639717,Condo in Genève · 2 bedrooms · 2 beds · 1.5 baths,46699259,Marianna,,Commune de Genève,46.20669,6.13663,Entire home/apt,98,1,1,2023-11-04,0.56,1,0,1,
53682025,Condo in Genève · 1 bedroom · 1 bed · 1 bath,35569453,Sabrina,,Commune de Genève,46.20975,6.12631,Entire home/apt,130,7,1,2022-01-02,0.04,1,0,0,
53701165,Rental unit in Genève · ★4.48 · 1 bedroom · 1 bed · 1 bath,356752146,Lucas,,Commune de Genève,46.20632,6.16317,Entire home/apt,93,1,92,2022-10-31,3.71,2,95,0,
53712007,Rental unit in Genève · ★4.77 · 1 bedroom · 1 bed · 1 bath,46143912,Philippe,,Commune de Genève,46.21052,6.14668,Entire home/apt,129,2,52,2023-12-04,2.15,36,0,28,
53729347,Rental unit in Soral · 1 bedroom · 2 beds · 1 bath,382261825,Xavier,,Soral,46.14249,6.04097,Entire home/apt,,15,0,,,1,0,0,
53732058,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bath,25496917,Joanna,,Commune de Genève,46.21294,6.14916,Entire home/apt,,3,3,2022-05-19,0.12,1,0,0,
53764986,casa particular in Carouge · ★4.67 · 2 bedrooms · 3 beds · 1 bath,53399204,Dominique,,Carouge,46.18382,6.14218,Entire home/apt,178,4,12,2023-11-28,0.76,2,114,10,
53803198,Rental unit in Genève · 1 bedroom · 1 bed · 1 bath,40566334,Ron,,Commune de Genève,46.211582,6.149145,Entire home/apt,200,1,0,,,2,351,0,
53808267,Condo in Genève · ★4.57 · 1 bedroom · 1 bed · 1 bath,5185778,Jyoti,,Commune de Genève,46.1979,6.13856,Entire home/apt,200,2,7,2023-03-28,0.30,1,88,1,
53854969,Rental unit in Genève · ★4.75 · 2 bedrooms · 3 beds · 1 bath,24577777,Nikhil,,Commune de Genève,46.20788,6.14291,Entire home/apt,115,2,12,2023-12-17,0.50,1,20,10,
53885048,Rental unit in Genève · ★4.56 · 2 bedrooms · 3 beds · 1 bath,436480041,Carla,,Commune de Genève,46.21507,6.14851,Entire home/apt,,2,84,2023-03-31,3.43,1,0,8,
53934289,Serviced apartment in Vernier · ★4.92 · Studio · 1 bed · 1 bath,435158148,Appart'City Collection,,Vernier,46.213772,6.079366,Entire home/apt,138,1,65,2023-11-18,2.69,1,4,39,
53938219,casa particular in Genève · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,225762429,Amanda,,Commune de Genève,46.2129,6.1474,Private room,49,10,15,2023-11-22,0.89,1,77,5,
53995282,Rental unit in Genève · ★4.27 · 1 bedroom · 1 bed · 1 bath,394516021,Miftari,,Commune de Genève,46.20609,6.15669,Entire home/apt,125,3,11,2023-07-03,0.47,2,317,2,
54001322,Rental unit in Vernier · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,160301619,Nathalie,,Vernier,46.2211,6.11094,Private room,50,3,40,2023-12-11,1.70,2,317,25,
54101754,Rental unit in Genève · ★4.56 · 1 bedroom · 1 bed · 1 bath,31307191,Bianca,,Commune de Genève,46.207272,6.142974,Entire home/apt,120,1,36,2023-11-17,1.56,17,83,18,
54102721,Rental unit in Genève · ★5.0 · 2 bedrooms · 2 beds · 1 bath,58076641,Fanny,,Commune de Genève,46.19565,6.15671,Entire home/apt,150,2,3,2022-07-03,0.13,1,147,0,
54131479,Rental unit in Chêne-Bourg · 1 bedroom · 1 bed · 1 bath,420511116,Hanibal,,Chêne-Bourg,46.195280371806064,6.194215137923154,Entire home/apt,69,1,1,2023-08-03,0.20,1,35,1,
54134848,Rental unit in Genève · ★4.90 · 1 bedroom · 2 beds · 1 bath,18027940,Umur,,Commune de Genève,46.20479,6.12655,Entire home/apt,200,2,10,2023-09-21,1.09,1,352,10,
54155039,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,70652566,Ludovica,,Commune de Genève,46.19881,6.13818,Private room,55,4,25,2023-12-03,1.09,2,283,18,
54155730,Townhouse in Chêne-Bourg · 1 bedroom · 1 bed · 1.5 shared baths,8681020,Laetitia,,Chêne-Bourg,46.19408,6.19048,Private room,80,1,1,2022-05-13,0.05,1,89,0,
54170994,Serviced apartment in Genève · 1 bedroom · 1 bed · 1 bath,368535381,Hotel Bristol,,Commune de Genève,46.2065,6.1481,Entire home/apt,732,1,0,,,4,0,0,
54205123,Rental unit in Genève · 2 bedrooms · 3 beds · 1 bath,10409307,David,,Commune de Genève,46.20149,6.12769,Entire home/apt,68,10,2,2022-04-14,0.09,28,351,0,
54222168,Rental unit in Genève · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,117460444,Farhad,,Commune de Genève,46.19857,6.14928,Entire home/apt,185,10,10,2023-12-21,0.61,1,126,8,
54269560,Vacation home in Genève · ★4.55 · Studio · 1 bed · 1 bath,85356220,Tim,,Commune de Genève,46.20947,6.13421,Entire home/apt,76,13,53,2023-10-31,2.30,1,142,7,
54362121,Rental unit in Genève · ★5.0 · 1 bedroom · 2 beds · 1 bath,61348630,Camille Et Arthur,,Commune de Genève,46.20011,6.1502,Entire home/apt,300,2,44,2023-12-17,1.99,1,141,32,
54373350,Villa in Vernier · ★4.84 · 1 bedroom · 1 bed · 1.5 shared baths,441281321,Julieta,,Vernier,46.20609,6.0752,Private room,42,2,55,2023-11-10,2.43,5,340,22,
54407235,Rental unit in Carouge · ★4.83 · 3 bedrooms · 3 beds · 1 bath,3737690,Philippe,,Commune de Genève,46.1916,6.13522,Entire home/apt,220,4,6,2023-09-09,0.27,23,148,2,
542784775603098264,Vacation home in Genève · ★4.94 · 1 bedroom · 2 beds · 1.5 baths,3118951,Leonora,,Commune de Genève,46.19464,6.14353,Entire home/apt,126,1,18,2023-12-07,0.86,3,177,13,
547449227038374518,Rental unit in Genève · ★4.48 · 1 bedroom · 1 bed · 1 bath,24312206,Alfredo,,Commune de Genève,46.20094,6.12993,Entire home/apt,107,2,65,2023-12-11,2.83,2,91,33,
547635909129057790,Condo in Genève · ★5.0 · 1 bedroom · 1 bed · 1 bath,442043479,Emmanuel,,Commune de Genève,46.20082,6.1565,Entire home/apt,191,3,16,2023-11-19,0.76,1,69,7,
